user_id,movie_name,vote_key,episode_id,uuid,series_name,season_number,episode_number
21667900,Arrival,a51f2623-1ecb-4ce6-bb46-494e0a8a59d8-21667900-18,0,a51f2623-1ecb-4ce6-bb46-494e0a8a59d8,,,
21667900,,141245-21667900-15,141245,be5879d3-d620-4b73-bbaa-feb258bd3633,Band of Brothers,1,1
21667900,,141245-21667900-25,141245,be5879d3-d620-4b73-bbaa-feb258bd3633,Band of Brothers,1,1
21667900,,307266-21667900-15,307266,b7659e35-bac7-4dbb-905f-6ed902799589,Angels in America,1,1
21667900,,307266-21667900-14,307266,b7659e35-bac7-4dbb-905f-6ed902799589,Angels in America,1,1
21667900,,326715-21667900-13,326715,9c01ebad-9c83-4f89-9193-0e5e0f3e1f45,The Tudors,1,1
21667900,,326715-21667900-25,326715,9c01ebad-9c83-4f89-9193-0e5e0f3e1f45,The Tudors,1,1
21667900,,440752-21667900-19,440752,d2b40092-eb34-4ae9-b453-fec5ac5363cb,Toradora!,1,25
21667900,,879161-21667900-18,879161,b47989ef-671f-45d1-b4aa-4fe01fa528a5,Fullmetal Alchemist: Brotherhood,1,19
21667900,,879161-21667900-19,879161,b47989ef-671f-45d1-b4aa-4fe01fa528a5,Fullmetal Alchemist: Brotherhood,1,19
21667900,,4079947-21667900-18,4079947,0b4911d0-4e29-49e5-9d4b-f2d3683a1b34,Homeland,1,1
21667900,,4079947-21667900-19,4079947,0b4911d0-4e29-49e5-9d4b-f2d3683a1b34,Homeland,1,1
21667900,,4079947-21667900-13,4079947,0b4911d0-4e29-49e5-9d4b-f2d3683a1b34,Homeland,1,1
21667900,,4175251-21667900-18,4175251,c1e0ba54-abe5-4d9e-9890-f3fc4c64dd24,Homeland,1,2
21667900,,4175251-21667900-19,4175251,c1e0ba54-abe5-4d9e-9890-f3fc4c64dd24,Homeland,1,2
21667900,,4175251-21667900-13,4175251,c1e0ba54-abe5-4d9e-9890-f3fc4c64dd24,Homeland,1,2
21667900,,4175252-21667900-13,4175252,632cb25d-08df-4064-aafb-09ba944a99ca,Homeland,1,3
21667900,,4175252-21667900-19,4175252,632cb25d-08df-4064-aafb-09ba944a99ca,Homeland,1,3
21667900,,4175252-21667900-28,4175252,632cb25d-08df-4064-aafb-09ba944a99ca,Homeland,1,3
21667900,,4175252-21667900-18,4175252,632cb25d-08df-4064-aafb-09ba944a99ca,Homeland,1,3
21667900,,4175253-21667900-28,4175253,6e34add0-8280-4f4f-b6c2-61a2be750d56,Homeland,1,4
21667900,,4175253-21667900-19,4175253,6e34add0-8280-4f4f-b6c2-61a2be750d56,Homeland,1,4
21667900,,4175253-21667900-18,4175253,6e34add0-8280-4f4f-b6c2-61a2be750d56,Homeland,1,4
21667900,,4175253-21667900-13,4175253,6e34add0-8280-4f4f-b6c2-61a2be750d56,Homeland,1,4
21667900,,4175254-21667900-19,4175254,4508cb7d-acd0-43f5-a979-70e51565394a,Homeland,1,5
21667900,,4175254-21667900-18,4175254,4508cb7d-acd0-43f5-a979-70e51565394a,Homeland,1,5
21667900,,4175254-21667900-13,4175254,4508cb7d-acd0-43f5-a979-70e51565394a,Homeland,1,5
21667900,,4175255-21667900-19,4175255,daf3a71c-e31f-4190-b44b-3bd2715dc0d5,Homeland,1,6
21667900,,4175255-21667900-18,4175255,daf3a71c-e31f-4190-b44b-3bd2715dc0d5,Homeland,1,6
21667900,,4175256-21667900-18,4175256,36e143ae-c94c-44ee-92c2-7249f6ec47e1,Homeland,1,7
21667900,,4175256-21667900-19,4175256,36e143ae-c94c-44ee-92c2-7249f6ec47e1,Homeland,1,7
21667900,,4182830-21667900-19,4182830,bf484e25-282e-48b4-9817-b8e65534413a,Homeland,1,8
21667900,,4182830-21667900-18,4182830,bf484e25-282e-48b4-9817-b8e65534413a,Homeland,1,8
21667900,,4182830-21667900-15,4182830,bf484e25-282e-48b4-9817-b8e65534413a,Homeland,1,8
21667900,,4198125-21667900-19,4198125,5a4128ce-f321-4609-a313-0ca890cc8e2b,Homeland,1,9
21667900,,4198125-21667900-30,4198125,5a4128ce-f321-4609-a313-0ca890cc8e2b,Homeland,1,9
21667900,,4198125-21667900-28,4198125,5a4128ce-f321-4609-a313-0ca890cc8e2b,Homeland,1,9
21667900,,4198125-21667900-18,4198125,5a4128ce-f321-4609-a313-0ca890cc8e2b,Homeland,1,9
21667900,,4198125-21667900-15,4198125,5a4128ce-f321-4609-a313-0ca890cc8e2b,Homeland,1,9
21667900,,4198126-21667900-15,4198126,d566fba8-4e6f-4700-a982-678cb9b3adb1,Homeland,1,10
21667900,,4198126-21667900-19,4198126,d566fba8-4e6f-4700-a982-678cb9b3adb1,Homeland,1,10
21667900,,4198126-21667900-18,4198126,d566fba8-4e6f-4700-a982-678cb9b3adb1,Homeland,1,10
21667900,,4198127-21667900-15,4198127,f0a11285-787c-4335-8765-abf060f4b760,Homeland,1,11
21667900,,4198127-21667900-18,4198127,f0a11285-787c-4335-8765-abf060f4b760,Homeland,1,11
21667900,,4198127-21667900-19,4198127,f0a11285-787c-4335-8765-abf060f4b760,Homeland,1,11
21667900,,4198128-21667900-19,4198128,f911d0ff-6d0e-44b8-9197-8bc5c81f4022,Homeland,1,12
21667900,,4198128-21667900-18,4198128,f911d0ff-6d0e-44b8-9197-8bc5c81f4022,Homeland,1,12
21667900,,4208116-21667900-13,4208116,b167a8d4-2c65-4186-b898-31a506dd6d9d,Hung,3,10
21667900,,4208116-21667900-15,4208116,b167a8d4-2c65-4186-b898-31a506dd6d9d,Hung,3,10
21667900,,4303747-21667900-19,4303747,34fee8b0-642d-44a1-ac72-86b0bf9c9beb,Homeland,2,1
21667900,,4303747-21667900-18,4303747,34fee8b0-642d-44a1-ac72-86b0bf9c9beb,Homeland,2,1
21667900,,4333794-21667900-19,4333794,4ff2bc22-5308-4c3d-8388-5c162893d004,Homeland,2,2
21667900,,4333794-21667900-18,4333794,4ff2bc22-5308-4c3d-8388-5c162893d004,Homeland,2,2
21667900,,4333794-21667900-28,4333794,4ff2bc22-5308-4c3d-8388-5c162893d004,Homeland,2,2
21667900,,4333795-21667900-18,4333795,5f17d6c4-437f-4581-840a-595d296421d8,Homeland,2,3
21667900,,4333795-21667900-19,4333795,5f17d6c4-437f-4581-840a-595d296421d8,Homeland,2,3
21667900,,4336562-21667900-28,4336562,4d0b084c-1aa3-42f9-9abf-aeb6bd6f6592,Homeland,2,4
21667900,,4336562-21667900-18,4336562,4d0b084c-1aa3-42f9-9abf-aeb6bd6f6592,Homeland,2,4
21667900,,4366700-21667900-30,4366700,f91b8b55-704a-4943-93ae-0fc036538439,Homeland,2,6
21667900,,4366700-21667900-15,4366700,f91b8b55-704a-4943-93ae-0fc036538439,Homeland,2,6
21667900,,4366700-21667900-28,4366700,f91b8b55-704a-4943-93ae-0fc036538439,Homeland,2,6
21667900,,4366701-21667900-18,4366701,bcab455a-eee3-48a9-94d5-27259474d8f0,Homeland,2,7
21667900,,4366701-21667900-19,4366701,bcab455a-eee3-48a9-94d5-27259474d8f0,Homeland,2,7
21667900,,4366701-21667900-28,4366701,bcab455a-eee3-48a9-94d5-27259474d8f0,Homeland,2,7
21667900,,4376938-21667900-18,4376938,092b9e70-d2c7-4bdc-84d7-53c528356346,Homeland,2,5
21667900,,4376938-21667900-19,4376938,092b9e70-d2c7-4bdc-84d7-53c528356346,Homeland,2,5
21667900,,4382125-21667900-18,4382125,2f1fc0ff-13a2-470d-8f07-1e36cd0e7d52,Homeland,2,8
21667900,,4382125-21667900-19,4382125,2f1fc0ff-13a2-470d-8f07-1e36cd0e7d52,Homeland,2,8
21667900,,4382126-21667900-18,4382126,dbaffa07-4666-49d4-84a7-a3139da72082,Homeland,2,9
21667900,,4382126-21667900-19,4382126,dbaffa07-4666-49d4-84a7-a3139da72082,Homeland,2,9
21667900,,4402617-21667900-18,4402617,243351ad-d89f-4672-aa5e-68f8eac265bd,Homeland,2,10
21667900,,4402617-21667900-19,4402617,243351ad-d89f-4672-aa5e-68f8eac265bd,Homeland,2,10
21667900,,4402619-21667900-19,4402619,75323f66-29d1-462a-9628-1edcee3a1e9a,Homeland,2,11
21667900,,4402619-21667900-13,4402619,75323f66-29d1-462a-9628-1edcee3a1e9a,Homeland,2,11
21667900,,4402619-21667900-18,4402619,75323f66-29d1-462a-9628-1edcee3a1e9a,Homeland,2,11
21667900,,4402622-21667900-18,4402622,071d749e-8614-43ca-871f-51cd651700b6,Homeland,2,12
21667900,,4402622-21667900-30,4402622,071d749e-8614-43ca-871f-51cd651700b6,Homeland,2,12
21667900,,4402622-21667900-28,4402622,071d749e-8614-43ca-871f-51cd651700b6,Homeland,2,12
21667900,,4402622-21667900-15,4402622,071d749e-8614-43ca-871f-51cd651700b6,Homeland,2,12
21667900,,4402622-21667900-19,4402622,071d749e-8614-43ca-871f-51cd651700b6,Homeland,2,12
21667900,,4411361-21667900-25,4411361,d029c3b2-a9ab-43f3-8a01-c30db7db70ef,House of Cards (US),1,1
21667900,,4481708-21667900-28,4481708,5661d8cf-093e-4afc-b843-1041d41f7e5d,House of Cards (US),1,2
21667900,,4481708-21667900-24,4481708,5661d8cf-093e-4afc-b843-1041d41f7e5d,House of Cards (US),1,2
